ANOMES;IDENTIFICACION;NOMBRE;COL03;VIAJES;VIAJESFLOTAPROPIA;VALORPACTADO;TONELADAS;GALONES;COL09;COL10
202401 a 202412;9006513161;TRANSPORTE S.G. S.AS; ;10,885;0;    37,508,396,937;157,54;        44,567,145; ; 
202401 a 202412;9008588723;LOGISTICA Y TRANSPORTES BLUE TRANS S.A.S.; ;10,787;1,448;    27,854,894,787;287,678;0; ; 
202401 a 202412;9004588576;C & S LOGISTICA TRANSPORTADORA S.A.S.; ;10,747;33;    24,512,055,723;196,308;0; ; 
202401 a 202412;9006190114;FENIX CARGA LOGISTICA S.A.S; ;10,723;1,484;    12,124,824,262;65,763;21,5; ; 
202401 a 202412;9004687570;MI CARGA TRANSPORTADA S.A.S.; ;10,707;8,507;       716,509,586;106,393;0; ; 
202401 a 202412;9013690938;TRANSPETROMIRA S.A.S; ;10,691;0;     4,652,693,178;71,49;0; ; 
202401 a 202412;9000819306;TRANSPORTES CAMI S.A.S; ;10,573;0;     8,931,735,150;105,225;0; ; 
202401 a 202412;8918578780;TRANSPORTADORA BOYACENSE S.A.; ;10,541;0;    21,641,878,172;111,738;0; ; 
202401 a 202412;9004302654;LOGYSTEEL OPERADOR LOGISTICO S.A.S. - LOGYSTEEL S.A.S.; ;10,54;0;    28,747,852,383;221,968;0; ; 
202401 a 202412;8919027334;TRANSPAPEL S.A.S.; ;10,396;0;    16,187,149,906;57,951;17,081; ; 
202401 a 202412;8110072791;LE TRANSPORTAMOS A TIEMPO S.A.S; ;10,326;2,501;    26,861,879,173;319,09;0; ; 
202401 a 202412;8090108415;TRANSPORTADORA VIATELA S.A; ;10,275;0;    12,372,657,749;84,689;0; ; 
202401 a 202412;8300032739;TECA TRANSPORTES S.A.; ;10,274;6,796;     7,567,385,696;279,984;        17,673,500; ; 
202401 a 202412;9003169693;DESARROLLO EN LOGISTICA Y TRANSPORTE S.A.S; ;10,19;0;     9,723,875,346;44,072;0; ; 
202401 a 202412;9005208904;TRANSPORTES LOGICO S.A.S; ;10,173;1,358;    13,383,656,308;123,914;0; ; 
202401 a 202412;9002801984;TRANSPORTE DE CARGA INMEDIATA Y EFICAZ S.A.S; ;10,171;0;    16,795,429,614;100,355;53,103; ; 
202401 a 202412;9004984424;TANQUES Y SERVICIOS DEL CASANARE S.A.S.; ;10,17;155;    42,857,956,560;55,379;        84,405,840; ; 
202401 a 202412;8002213338;SERVICIO INTEGRAL DE TRANSPORTE ANDINO S.A.S; ;10,16;2;    33,506,296,665;114,846;0; ; 
202401 a 202412;9006748636;TRANSPORTES AURALAC S.A.S; ;10,157;10,157;0;67,782;         2,700,236; ; 
202401 a 202412;8002530932;UNION INDUSTRIAL Y COMERCIAL DE CARGA  LTDA; ;10,104;0;     2,989,834,273;16,902;0; ; 
202401 a 202412;9004963323;OV LOGISTICS S.A.S; ;10,1;32;    10,736,185,529;101,718;0; ; 
202401 a 202412;9006054044;TRANSPORTES EXPRECAR SAS; ;10,089;10,089;0;306;0; ; 
202401 a 202412;9012655648;LOGISTICA MASTER S.A.S; ;9,966;43;    34,172,145,937;283,763;0; ; 
202401 a 202412;8002107999;TRANSPORTES SANTORO S.A.S.; ;9,934;0;     3,503,892,574;14,293;0; ; 
202401 a 202412;8000842410;C & M DISTRIBUCIONES S.A.; ;9,926;0;     7,131,819,409;37,692;0; ; 
202401 a 202412;9006277946;TRANSPORTES PORTILLA CARDONA S.A.S.; ;9,807;3,414;     5,076,878,821;73,016;0; ; 
202401 a 202412;8001076263;ASOCIACION NACIONAL DE TRANSPORTES TERRESTRES DEL NORTE S.A.S.; ;9,776;0;    11,477,588,126;54,811;0; ; 
202401 a 202412;8600486171;COOPERATIVA DE TRANSPORTADORES DE ZIPAQUIRA; ;9,579;0;    25,866,565,576;178,074;0; ; 
202401 a 202412;9014887405;CHAZKICARGO S.A.S.; ;9,495;0;     3,376,314,238;31,312;0; ; 
202401 a 202412;9015757834;TRANSPORTES EL LAUREL S.A.; ;9,486;559;    16,287,665,188;155,676;0; ; 
202401 a 202412;9003068338;GYTRANS S.A.S.; ;9,399;529;    22,227,721,434;67,823;        15,639,069; ; 
202401 a 202412;9002946083;MACROSERVICIOS EXPRESS DE COLOMBIA SAS; ;9,289;9,217;0;14,853;550; ; 
202401 a 202412;8909244309;TRANSPORTES CONDOR ANDINO LTDA; ;9,269;0;    27,103,658,334;275,044;0; ; 
202401 a 202412;9009964105;INTERNATIONAL LOGISTICS MD S.A.S; ;9,24;193;     8,594,318,386;46,359;0; ; 
202401 a 202412;9006237805;ANT CARGO S.A.S; ;9,238;0;    38,650,891,473;316,415;0; ; 
202401 a 202412;9002404282;LOGISTICA INTEGRAL SINERGIA S.A.S.; ;9,234;1,701;     6,598,184,262;55,834;0; ; 
202401 a 202412;9001558432;COOPERATIVA TRANSPORTADORA DERIVADOS DEL PETROLEO Y SERVICIOS LTDA; ;9,225;0;    24,698,433,508;208;        76,562,176; ; 
202401 a 202412;8903010707;TRANSPORTES ATLAS S.A.S; ;9,145;4,156;     4,331,640,087;122,326;0; ; 
202401 a 202412;9004890321;MOVIMIENTOS COLOMBIA MOVICOL SAS; ;9,132;0;    10,939,344,988;190,173;0; ; 
202401 a 202412;8110393425;LOGISTICA S.A.S; ;9,112;0;    20,495,486,592;83,934;0; ; 
202401 a 202412;9000625968;NEXOS CARGO SAS; ;9,108;715;    15,498,647,928;64,798;0; ; 
202401 a 202412;8301106897;LOGISTICA 3T S.A.; ;9,044;1,505;    15,826,226,969;129,209;690,993; ; 
202401 a 202412;9001562248;COOPERATIVA DE TRANSPORTADORES INDEPENDIENTES LTDA; ;9,025;0;     6,318,535,701;187,19;0; ; 
202401 a 202412;9015612667;KBINA S.A.S; ;9,025;0;    25,168,604,679;241,267;0; ; 
202401 a 202412;9005044832;INS CARGA S.A.S.; ;9,021;154;    38,485,212,191;260,209;0; ; 
202401 a 202412;8000701966;TRANSPORTES R.G. LTDA; ;8,975;0;    21,283,824,511;92,293;0; ; 
202401 a 202412;8300472254;LINEA EXPRESS DE CARGA LTDA.; ;8,973;1,042;     9,039,567,342;20,111;12,733; ; 
202401 a 202412;9006733616;LABS TRANSPORTE DE CARGA S.A.S.; ;8,946;3,331;    19,380,248,889;305,268;0; ; 
202401 a 202412;8001454348;TRANSCOLVOLCOS SAS; ;8,932;0;    20,204,453,373;292,037;0; ; 
202401 a 202412;9001164322;GLOBAL DE TRASLADOS ESPECIALIZADOS LTDA; ;8,922;0;     5,052,187,548;12,987;0; ; 
202401 a 202412;9007672431;LOGISTICA Y OPERADORA DE TRANSPORTES  LOPERTRANS S.A.S.; ;8,849;0;    25,137,869,557;231,211;0; ; 
202401 a 202412;8000540638;TRANSCOMERCIAL S.A.S.; ;8,778;0;     6,503,617,556;30,754;0; ; 
202401 a 202412;8190008931;INVERZA LTDA; ;8,759;0;    40,222,519,610;147,329;        52,223,264; ; 
202401 a 202412;8050167371;C.C.M. INGENIERIA S.A.; ;8,648;2,481;    15,420,892,105;171,302;0; ; 
202401 a 202412;8300601360;CORPORACION COLOMBIANA DE LOGISTICA S.A. C.C.L S.A.; ;8,59;0;     9,641,208,426;55,552;44,647; ; 
202401 a 202412;8300803283;DISTRIBUCION Y TRANSPORTES S.A.; ;8,577;739;    11,220,725,986;52,116;8; ; 
202401 a 202412;9011224463;TRANSPORTES GRAN BRETAÃ‘A S.A.S; ;8,563;0;     2,872,116,558;9,058;0; ; 
202401 a 202412;9000421519;GLOBALISTIK S.A.S; ;8,56;0;    14,971,758,498;137,893;0; ; 
202401 a 202412;8050216579;MOVITRANS S.A.S; ;8,547;6,586;     4,661,061,292;176,842;0; ; 
202401 a 202412;9002952236;INVERSIONES GLANA LTDA.; ;8,489;0;    37,530,118,453;268,286;0; ; 
202401 a 202412;9010772013;PROYECTOS ESPECIALIZADOS EN LOGÃSTICA S.A.S - PROESLOG ; ;8,478;0;     5,520,236,602;36,257;16; ; 
202401 a 202412;8305109597;TRANSPORTES LAFE S.A.S; ;8,464;7,261;       568,225,451;197,141;0; ; 
202401 a 202412;9003930523;MBLS TRUCKS DE COLOMBIA S.A.S.; ;8,44;1,896;    17,535,325,200;202,683;0; ; 
202401 a 202412;9001082157;FERTRANS S.A.S; ;8,413;0;     6,187,001,938;67,688;0; ; 
202401 a 202412;9004887931;DISTRIBUCIÃ“N Y LOGÃSTICA DE CARGA S.A.S; ;8,312;0;     8,800,862,870;35,13;0; ; 
202401 a 202412;9009482634;TRANSPORTE EQUIPOS Y LOGISTICA S.A.S.; ;8,262;1,667;    20,466,349,684;43,312;        36,790,961; ; 
202401 a 202412;8001397552;TRANSPORTE PALMAR S.A.S.; ;8,25;1,431;    15,785,665,400;82,164;0; ; 
202401 a 202412;8600678029;TRANSPORTES CONDOR S.A.S; ;8,236;1,03;    22,562,747,250;141,83;0; ; 
202401 a 202412;9000550294;DINAMICA LOGISTICA S.A.S; ;8,208;1,29;    13,466,551,926;119,603;0; ; 
202401 a 202412;8909209903;TRANSPORTES SAFERBO S.A.; ;8,206;7,175;     1,771,834,950;54,09;0; ; 
202401 a 202412;8440023496;DISTRIBUIDORES TRANSPORTADORES DEL LLANO S.A.S.; ;8,148;5,419;     5,612,757,007;97;        48,831,699; ; 
202401 a 202412;9016497113;CARGOTED S.A.S; ;8,146;2;    15,877,077,892;82,002;10,7; ; 
202401 a 202412;8110223517;IMD & CIA S.A.S.  ; ;8,143;1,316;     8,789,168,789;40,014;585,4; ; 
202401 a 202412;9006429730;RUNBOX SAS; ;8,125;1,169;     2,178,430,932;16,464;0; ; 
202401 a 202412;8301049295;LOGISTICA REPREMUNDO S.A.S.; ;8,104;1,905;    10,516,033,217;36,93;0; ; 
202401 a 202412;9006298570;TRANSPORTE BLS S.A.S ; ;8,071;0;    10,843,545,056;187,666;0; ; 
202401 a 202412;8300969401;SERVICIOS LOGISTICOS TELLEVAMOS S.A.S; ;8,054;97;     2,508,653,800;41,516;0; ; 
202401 a 202412;9003951244;SOTRA AND LOGISTIC S.A.S.; ;8,038;43;     4,034,707,608;16,695;0; ; 
202401 a 202412;9011132319;SOLUCIONES TRANSPORTE Y LOGISTICA IBAZAN SAS; ;8,016;1,176;     3,588,124,048;17,203;0; ; 
202401 a 202412;9007248022;ZAMCARGO LOGISTICA S.A.S; ;7,874;0;    15,273,658,807;19,804;0; ; 
202401 a 202412;9014651596;LEGION PL S.A.S; ;7,838;0;     9,808,280,938;249,604;0; ; 
202401 a 202412;9004610682;LOGÃSTICA Y SOLUCIONES PETROLERAS ENERGY SAS; ;7,83;1,427;     3,831,400,817;13,672;0; ; 
202401 a 202412;8918578949;SOCIEDAD TRANSPORTADORA DE DUITAMA S.A.S.; ;7,791;0;    11,020,590,407;72,289;         3,338,289; ; 
202401 a 202412;8001489731;COMPAÃ‘IA TRANSPORTADORA ROTTERDAN SAS; ;7,786;3,531;     5,253,062,000;16,977;0; ; 
202401 a 202412;9003144131;LOGISTICA DE SANTANDER LTDA.; ;7,78;0;     8,643,056,597;35,844;0; ; 
202401 a 202412;9007379059;TRANSPORTES AVICOLAS NACIONALES DE COLOMBIA S.A.S.; ;7,759;1,888;     3,562,593,157;84,704;0; ; 
202401 a 202412;9007752007;COLTRANSPORTE S.A.S.; ;7,753;4,023;     1,380,312,967;25,646;0; ; 
202401 a 202412;9009974117;ROA SOLUCIONES INTEGRALES DE TRANSPORTE S.A.S. LLEGAR S.A.S.; ;7,742;0;     5,708,152,480;17,912;0; ; 
202401 a 202412;9001804159;B & S INTEGRAL DE CARGA S.A.; ;7,738;121;    25,103,837,422;199,284;0; ; 
202401 a 202412;9010442179;AXION LOG TRANSPORTES S.A.S; ;7,728;3,683;     5,194,555,426;26,964;800; ; 
202401 a 202412;8001144377;ENTREGA DE CARGA S.A.S; ;7,697;18;    32,949,854,372;93,784;         4,451,388; ; 
202401 a 202412;9008125301;GLOBAL LOGISTICA DE TRANSPORTE S.A.S; ;7,678;59;    19,796,913,366;60,558;0; ; 
202401 a 202412;9004400098;TRANSPORTADORA DE CARGA POR COLOMBIA S.A.S. ; ;7,655;0;     9,610,737,688;50,792;0; ; 
202401 a 202412;8260015027;COOPERATIVA DE TRANSPORTES DE NOBSA; ;7,617;0;    18,048,490,471;161,739;0; ; 
202401 a 202412;9009097012;INVERSIONES TELOS S.A.S; ;7,551;4,811;     2,078,563,000;25,528;0; ; 
202401 a 202412;8918567091;COMERCIAL LIBERTAD LTDA; ;7,527;0;    14,742,005,620;118,419;828,646; ; 
202401 a 202412;8305137365;CARGAS DE COLOMBIA S.A.S; ;7,505;0;    23,410,191,841;191,362;0; ; 
202401 a 202412;9004618601;DASERMA S.A.S; ;7,505;3,085;    14,286,760,299;102,52;        25,340,117; ; 
202401 a 202412;9006906271;TRANSPORTES CHICUE GOMEZ S.A.S; ;7,477;2,574;     9,351,060,880;154,68;3; ; 
202401 a 202412;8902075720;COOPERATIVA MULTIACTIVA Y DE TRANSPORTE DE SANTANDER - CETER; ;7,474;496;    12,741,699,909;36,212;        27,712,948; ; 
202401 a 202412;8001578478;TRI FIT S.A.; ;7,441;0;     4,328,486,947;28,611;0; ; 
202401 a 202412;9006480315;LOGISTCARGA S.A.S; ;7,409;746;    21,140,831,346;81,238;        48,689,807; ; 
202401 a 202412;8020094827;LOGISTICA DE DISTRIBUCION SANCHEZ POLO S.A.; ;7,381;0;     4,663,535,577;24,675;1; ; 
202401 a 202412;9006351127;SOLUCIONES MOVILES Y DE TRANSPORTE S.A.S.; ;7,368;399;    10,739,673,107;38,582;0; ; 
202401 a 202412;9001191701;CARGA MASIVA S.A.S; ;7,336;0;    17,629,711,650;84,396;0; ; 
202401 a 202412;9006782452;TRANSPORTES WCARGO S.A.S ; ;7,328;0;    15,910,710,469;185,184;42; ; 
202401 a 202412;9000787309;TRANSCHIQUINQUIRA S.A.; ;7,308;0;    29,742,776,757;226,792;0; ; 
202401 a 202412;9012512287;INVERSIONES KZAJO S.A.S.; ;7,207;3,608;    11,250,695,385;1,797;        57,571,108; ; 
202401 a 202412;8002055795;TRAVESA S.A.S.; ;7,19;6,04;     4,479,763,711;17,947;0; ; 
202401 a 202412;8020149914;DISTRIBUIDORA DE CARGA SODICARGA S.A.S ; ;7,171;403;     8,177,651,647;30,457;0; ; 
202401 a 202412;9003643531;TRANSPORTES MULTICARGA S.A.S.; ;7,139;2,652;    12,622,870,694;1,713;        66,932,977; ; 
202401 a 202412;9002662408;TRANSPORTADORA PUNTUAL EXPRESS TRANSPEX S.A.S; ;7,108;122;     6,481,397,092;27,875;0; ; 
202401 a 202412;9006566966;TRANSPORTES GP CARGO S.A.S; ;7,075;388;    11,096,912,786;50,871;0; ; 
202401 a 202412;9004576883;COMPANIA DE TRANSPORTES EL ROBLE S.A.S.; ;7,024;0;    15,109,957,935;153,316;0; ; 
202401 a 202412;9009030713;SOLUCIONES LOGISTICAS MONUMENTAL S.A.S.; ;6,964;0;    10,635,429,610;63,099;0; ; 
202401 a 202412;8300912884;ANDINA DE ENVIOS Y MERCANCIAS S.A.S; ;6,962;0;     5,004,447,781;13,143;0; ; 
202401 a 202412;8913007330;COOPERATIVA DE TRANSPORTADORES  CIUDAD SEÃ‘ORA DE BUGA LTDA.; ;6,881;0;     8,680,637,627;26,15;0; ; 
202401 a 202412;8900004407;COMPAÃ‘IA COLOMBIANA DE TRANSPORTES S.A. COLDETRANS S.A; ;6,87;582;    20,523,658,283;200,807;0; ; 
202401 a 202412;9001096108;ALLCARGO TRANSPORTE DE CARGA LTDA.; ;6,818;6,724;       327,420,000;208,804;0; ; 
202401 a 202412;8040044703;TRANSPORTES TECNICOS DE COLOMBIA S.A.S; ;6,762;3,716;     9,303,227,774;7,847;        60,713,346; ; 
202401 a 202412;8605158021;PLEXA SOCIEDAD ANONIMA EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS; ;6,757;2,956;    19,766,237,159;48,429;        69,975,057; ; 
202401 a 202412;8001009456;PEREIRANA DE TRANSPORTES  S.A.S.; ;6,753;236;    19,439,239,680;134,979;14,949; ; 
202401 a 202412;9001358935;TRANSPORTE LOGISTICA ANDINA S.A.; ;6,749;0;    14,420,511,224;75,398;0; ; 
202401 a 202412;9011434273;TRANSPORTES D.M S.A.S; ;6,706;3;     9,619,750,860;41,497;0; ; 
202401 a 202412;9003748155;INVERSIONES EL CONDOR DE COLOMBIA .S.A.S; ;6,655;659;    10,978,797,061;208,906;0; ; 
202401 a 202412;9004718104;LOGÃSTICA Y ENTREGA DE CARGA  LOENCARGA S.A.S.; ;6,651;0;    17,770,820,842;133,083;0; ; 
202401 a 202412;8002330525;ALMAVIVA GLOBAL CARGO S.A.; ;6,564;0;     4,261,637,511;28,703;0; ; 
202401 a 202412;8913045980;TRANSPORTES ESPECIALIZADOS RODRIGO TENORIO RIVERA LTDA.; ;6,558;3,618;     4,020,514,408;153,995;0; ; 
202401 a 202412;9000667228;COOPERATIVA MULTIACTIVA COTRASAMIGO; ;6,527;2,034;     1,659,289,522;26,242;0; ; 
202401 a 202412;9008686855;TRANSPORTE REFRIGERADOS JMC S.A.S; ;6,524;2,483;     3,687,064,035;20,22;0; ; 
202401 a 202412;8160057666;TRANSPORTES TERRESTRES DEL RISARALDA S.A.S.; ;6,493;210;    19,338,365,020;187,855;0; ; 
202401 a 202412;9006147276;TRANSPORTE LOGISTICO DE CARGA DE OCCIDENTE S.A.S; ;6,46;0;     9,187,135,000;33,44;0; ; 
202401 a 202412;9005870511;TRANSPORTES REFRICAR S.A.S; ;6,426;5,08;     4,920,348,570;133,515;0; ; 
202401 a 202412;9007935885;TRANSPORTES JAMAR S.A.S; ;6,38;420;    17,111,416,017;141,344;0; ; 
202401 a 202412;9007902658;TRANSPORTES UNIDOS ESPECIALES S.A.S; ;6,363;0;    10,214,643,880;214,464;0; ; 
202401 a 202412;9005424913;EMPRESA COLOMBIANA DE LOGISTICA SAS, ECL- LINK; ;6,36;0;    21,647,725,676;94,472;0; ; 
202401 a 202412;9012975108;CONECTA LOGISTICA Y TRANSPORTE S.A.S; ;6,351;287;    10,861,420,522;50,678;0; ; 
202401 a 202412;9005048131;RIGOL INGENIERIA S.A.S; ;6,33;0;     3,160,469,390;54,97;0; ; 
202401 a 202412;9007825666;TRANSPORTE LOGISTICO VID CARGO S.A.S; ;6,326;0;    10,649,308,485;46,001;0; ; 
202401 a 202412;9001269032;ALTERNATIVA LOGISTICA S.A.; ;6,309;0;    18,399,726,334;180,29;0; ; 
202401 a 202412;8301107279;TRANSPORTES LOGISTICOS DE COLOMBIA S.A.; ;6,305;0;     4,887,252,773;28,773;3,4; ; 
202401 a 202412;8605293440;INTER SERVICIOS S.A.S.; ;6,291;5,922;         1,750,000;8,193;0; ; 
202401 a 202412;8050202231;APIX CARGO S.A.S.; ;6,282;412;     8,752,301,905;60,76;0; ; 
202401 a 202412;9015185534;INDUTRANS LOGISTICS S.A.S.; ;6,216;0;    28,785,530,070;180,003;0; ; 
202401 a 202412;8110119565;SERVICIOS POSTALES ESPECIALIZADOS S.A.S.; ;6,204;4,523;       365,546,400;5,276;0; ; 
202401 a 202412;9009628197;TRANSOIL DE COLOMBIA S.A.S.; ;6,184;5,13;     3,303,303,033;41,616;        18,765,915; ; 
202401 a 202412;8001713285;SERVICUSIANA S.A.S; ;6,18;931;    10,231,093,200;5,212;        55,345,823; ; 
202401 a 202412;8907004837;TRANSPORTES CENTROLIMA LTDA.; ;6,174;54;    19,269,818,608;163,971;0; ; 
202401 a 202412;9004720278;TRANSPORTADORA LOGISTICA ORTEGA S.A.S.; ;6,166;0;    14,388,440,955;206,458;0; ; 
202401 a 202412;9005711571;TRANSPORTE REFRIGERADO Y LIQUIDO S.A.S; ;6,161;1,506;     3,291,090,542;21,087;0; ; 
202401 a 202412;9015221820;LOGISTICA EMPRESARIAL DE TRANSPORTE S.A.S ; ;6,141;355;     1,215,841,096;13,571;0; ; 
202401 a 202412;8300844029;TRANS INHERCOR X; ;6,141;2,876;     2,276,752,140;2,095;        40,448,095; ; 
202401 a 202412;9010264219;CARGANDO & DESCARGANDO S.A.S.; ;6,139;2,224;     3,045,428,154;161,443;0; ; 
202401 a 202412;9004552201;TRANSPORTES LOGISTICOS LANYER S.A.S.; ;6,125;0;    11,616,787,761;105,197;0; ; 
202401 a 202412;8110236611;MANDAR Y SERVIR S.A.S.; ;6,095;0;     3,091,620,000;2,716;0; ; 
202401 a 202412;8909035013;INTERANDINA DE TRANSPORTES S.A.; ;6,082;907;    16,026,906,588;107,615;0; ; 
202401 a 202412;9007302218;SILCOMEX S.A.S; ;6,068;0;     6,501,474,785;22,223;0; ; 
202401 a 202412;8300677465;GROUP SUPER EXPRESS CARGO S.A.S.; ;6,049;944;    12,783,155,680;103,269;0; ; 
202401 a 202412;8001370595;TRANSPORTES ZAMUDIO S.A.S.; ;6,046;1,233;    15,893,491,180;145,26;0; ; 
202401 a 202412;8600259002;ALPINA PRODUCTOS ALIMENTICIOS S.A.S; ;6,006;0;     9,547,428,584;104,188;0; ; 
202401 a 202412;8300929815;TRANSPORTES PLANET S.A.S.; ;5,959;2,272;     8,791,963,789;110,126;0; ; 
202401 a 202412;9002739862;ACCION Y GESTION LOGISTICA S.A.S.; ;5,953;0;    10,593,005,500;57,642;0; ; 
202401 a 202412;9005401790;TRANSPORTES PETROPALMA S.A.S; ;5,855;1,3;    18,499,233,933;125,786;        17,006,351; ; 
202401 a 202412;8600580293;TRANSPORTADORA LA DANIA S.A.; ;5,846;194;    16,811,617,652;126,001;0; ; 
202401 a 202412;9010501397;SOCIEDAD ANTIOQUEÃ‘A DE TRANSPORTE S.A.S ; ;5,83;56;    21,308,540,540;184,187;0; ; 
202401 a 202412;9001765484;S & M LOGISTICA E INGENIERIA S.A.S; ;5,811;624;     9,021,641,957;59,716;67,5; ; 
202401 a 202412;9008715080;MOVITRUCK S.A.S.; ;5,802;0;    25,955,836,971;164,102;52,2; ; 
202401 a 202412;8301448037;COORDINADORA COMERCIAL DE CARGAS S.A.S; ;5,773;1,165;    10,505,251,601;97,673;0; ; 
202401 a 202412;8110457415;COOPERATIVA DE TRANSPORTADORES UNIDOS DE COLOMBIA; ;5,761;0;    18,171,310,194;181,835;0; ; 
202401 a 202412;8130078361;SUMINISTROS Y TRANPORTES SAS; ;5,754;0;     6,802,386,950;53,663;0; ; 
202401 a 202412;8301134292;COOPERATIVA MULTIACTIVA DE TRANSPORTE DE CARGA ESPECIAL; ;5,753;364;     3,277,792,969;25,704;41; ; 
202401 a 202412;8110270681;COOPERATIVA DE TRANSPORTADORES AEROPUERTOS Y PUERTOS ; ;5,753;784;     2,816,271,011;17,359;0; ; 
202401 a 202412;9002170918;TRANSGLACIAL LTDA.; ;5,735;0;    16,564,588,019;86,465;0; ; 
202401 a 202412;8000256174;THR LOGISTICA SAS; ;5,71;0;     8,099,718,430;24,122;0; ; 
202401 a 202412;9006972912;FORTIA LOGISTICS S.A.S; ;5,689;0;    23,207,668,840;174,732;0; ; 
202401 a 202412;8002453560;TRANSPORTE DE CARGA BERLINAS DEL FONCE S.A.; ;5,683;687;     7,494,094,316;16,234;0; ; 
202401 a 202412;9001099592;COOPERATIVA DE TRANSPORTES ESPAÃ‘A; ;5,65;0;     5,154,425,700;19,23;0; ; 
202401 a 202412;8110039744;DOSMOPAR S.A.S.; ;5,644;1,478;     1,922,178,688;0;        24,775,662; ; 
202401 a 202412;9001331810;INVERSIONES EN TRANSPORTE Y LOGISTICA SAS. ITL TRANSPORTES SAS.; ;5,616;725;     8,997,029,839;91,871;        15,705,916; ; 
202401 a 202412;9011163478;M.C.E.LOGISTICA SAS; ;5,604;0;    22,217,376,020;192,223;0; ; 
202401 a 202412;8000431037;TRANSPORTES PACAR S.A.S; ;5,59;80;     5,080,580,000;27,573;0; ; 
202401 a 202412;8002376776;CARGA Y PAQUETES S.A.; ;5,585;4,464;     2,461,054,708;20,187;21; ; 
202401 a 202412;9003454317;AGROPAISA S.A.S; ;5,584;10;    11,081,125,423;64,317;0; ; 
202401 a 202412;9001136468;TRANS X TAR S.A.S.; ;5,576;0;    11,794,850,996;26,426;0; ; 
202401 a 202412;9009400133;LOGISTICA ROLDAN GARZON S.A.S; ;5,502;563;     2,964,440,893;10,285;0; ; 
202401 a 202412;8305068744;TRANSPORTES FORZAKARGO S.A.S.; ;5,482;0;     7,088,207,402;39,768;0; ; 
202401 a 202412;9006169709;SMYL TRANSPORTE Y LOGISTICA S.A.S; ;5,444;1,446;     6,868,105,245;19,069;0; ; 
202401 a 202412;9014811174;TRANSPORTANDO AL DÃA SAS; ;5,431;2,278;     9,403,056,054;156,148;0; ; 
202401 a 202412;9016050045;TANSPORTES TERRESTRES TORO CANO S.A.S - 3TC; ;5,388;1,901;     6,036,055,000;33,8;0; ; 
202401 a 202412;9004706031; TRANSPORTES BETANCUR JARAMILLO S.A.S.; ;5,358;2,786;     8,461,474,465;174,417;0; ; 
202401 a 202412;8110117861;CERQUERA Y PARRA LTDA; ;5,356;5,356;0;18,727;0; ; 
202401 a 202412;8070060829;TRANSPORTADORES UNIDOS DE LOS ANDES S.A.; ;5,312;0;    19,837,233,295;181,513;0; ; 
202401 a 202412;9004311604;TECNICARGA LOGISTICA S.A.S.; ;5,309;60;    10,533,945,854;28,452;0; ; 
202401 a 202412;9001209447;SOCIEDAD TRANSPORTADORA DE CARGA S.A.; ;5,279;0;     9,422,972,615;71,894;0; ; 
202401 a 202412;9004824069;ALIADAS CARGO S.A.S.; ;5,261;5,216;       107,860,000;7,177;0; ; 
202401 a 202412;8160029637;TG LOGISTICA S.A; ;5,25;122;    18,732,768,620;173,766;0; ; 
202401 a 202412;9009077101;ANTIOQUEÃ‘A DE TRANSPORTES S.A.S.; ;5,216;5,208;        27,459,910;377;        23,742,623; ; 
202401 a 202412;8001050312;TRANSPORTES DE CRUDO DEL LLANO S.A.; ;5,19;2,03;     8,265,943,815;300;        42,530,920; ; 
202401 a 202412;9003737310;AGUNSA LOGISTICS S.A.S; ;5,118;0;     9,030,495,270;42,786;0; ; 
202401 a 202412;9005660756;TRASLADAMOS LOGISTICA Y DISTRIBUCIONES S.A.S; ;5,103;0;    20,587,094,758;162,886;0; ; 
202401 a 202412;9004821143;TRANSMEBA CARGA S.A.S.; ;5,102;0;    15,137,898,905;140,581;0; ; 
202401 a 202412;9003017511;SOLUCIONES LOGISTICAS ENVIEXPRESS TRANSPORTES S.A. ; ;5,074;442;     5,150,386,315;11,639;0; ; 
202401 a 202412;9015076401;EMPRESA DE CARGA LLANO TRANSPORTE SAS.; ;5,07;0;     1,360,078,365;5,282;0; ; 
202401 a 202412;9013163191;TRANSPORTES BASILOS S.A.S ; ;5,006;2,527;     9,583,657,263;119,321;0; ; 
202401 a 202412;9009415081;TRANSPORTES TSG S.A.S; ;5,006;1,656;     5,991,204,429;29,91;0; ; 
202401 a 202412;8300690324;MULTIMODAL LOGISTICA DE CARGA SAS; ;4,96;624;     1,035,081,577;5,001;684; ; 
202401 a 202412;9002571426;CORRECAMIONES SAS; ;4,946;0;     9,167,824,535;65,236;0; ; 
202401 a 202412;9000848032;COMPAÃ‘IA NACIONAL DE REEXPEDICIONES S.A.S. CONEXIONES S.A.S.; ;4,943;4,844;        33,069,000;9,044;0; ; 
202401 a 202412;8905041452;COOPERATIVA DE TRANSPORTADORES DEL SARARE LTDA; ;4,901;0;    13,366,714,444;34,155;        15,339,600; ; 
202401 a 202412;9006956496;CARGA TOTAL S.A.S; ;4,888;260;     6,746,302,408;25,776;0; ; 
